species1,species2,n_population1,n_observation1,trait1,trait_ci_lb1,trait_ci_ub1,n_population2,n_observation2,trait2,trait_ci_lb2,trait_ci_ub2,trait_diff,trait_overlap,diff_value,overlap_use
Galago_senegalensis,Mico_argentatus,66,1,0.0151515151515152,2.70561599553178e-05,0.0577160047524064,20,1,0.05,0.000118732524035412,0.179634582890624,-0.0348484848484848,TRUE,-0.0348484848484848,TRUE
Gorilla_gorilla,Mico_argentatus,67,14,0.208955223880597,0.120155734324225,0.311064499827234,20,1,0.05,0.000118732524035412,0.179634582890624,0.158955223880597,TRUE,0.158955223880597,TRUE
Hylobates_lar,Mico_argentatus,44,7,0.159090909090909,0.0662158815925952,0.275666772011294,20,1,0.05,0.000118732524035412,0.179634582890624,0.109090909090909,TRUE,0.109090909090909,TRUE
Lemur_catta,Mico_argentatus,244,38,0.155737704918033,0.112697925252209,0.203165011205152,20,1,0.05,0.000118732524035412,0.179634582890624,0.105737704918033,TRUE,0.105737704918033,TRUE
Leontopithecus_chrysomelas,Mico_argentatus,51,6,0.117647058823529,0.0433930085414775,0.215122793216635,20,1,0.05,0.000118732524035412,0.179634582890624,0.067647058823529,TRUE,0.067647058823529,TRUE
Leontopithecus_rosalia,Mico_argentatus,90,11,0.122222222222222,0.0621866562845742,0.195283382246493,20,1,0.05,0.000118732524035412,0.179634582890624,0.072222222222222,TRUE,0.072222222222222,TRUE
Macaca_fascicularis,Mico_argentatus,37,2,0.0540540540540541,0.00451596014887435,0.143504899802175,20,1,0.05,0.000118732524035412,0.179634582890624,0.0040540540540541,TRUE,0.0040540540540541,TRUE
Macaca_fuscata,Mico_argentatus,43,4,0.0930232558139535,0.0241800164899547,0.191534510824328,20,1,0.05,0.000118732524035412,0.179634582890624,0.0430232558139535,TRUE,0.0430232558139535,TRUE
Macaca_nigra,Mico_argentatus,36,1,0.0277777777777778,5.49719720521614e-05,0.103582670720407,20,1,0.05,0.000118732524035412,0.179634582890624,-0.0222222222222222,TRUE,-0.0222222222222222,TRUE
Macaca_silenus,Mico_argentatus,68,6,0.0882352941176471,0.031917080030165,0.163514641891754,20,1,0.05,0.000118732524035412,0.179634582890624,0.0382352941176471,TRUE,0.0382352941176471,TRUE
Mandrillus_sphinx,Mico_argentatus,45,4,0.0888888888888889,0.0230127556475903,0.18346692026325,20,1,0.05,0.000118732524035412,0.179634582890624,0.0388888888888889,TRUE,0.0388888888888889,TRUE
Mico_argentatus,Mico_argentatus,20,1,0.05,0.000118732524035412,0.179634582890624,20,1,0.05,0.000118732524035412,0.179634582890624,0,TRUE,0,TRUE
Microcebus_murinus,Mico_argentatus,57,14,0.245614035087719,0.143143776921009,0.361679877334054,20,1,0.05,0.000118732524035412,0.179634582890624,0.195614035087719,TRUE,0.195614035087719,TRUE
Nycticebus_coucang,Mico_argentatus,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,20,1,0.05,0.000118732524035412,0.179634582890624,0.0333333333333333,TRUE,0.0333333333333333,TRUE
Nycticebus_pygmaeus,Mico_argentatus,49,13,0.26530612244898,0.152087921083665,0.393040317967431,20,1,0.05,0.000118732524035412,0.179634582890624,0.21530612244898,TRUE,0.21530612244898,TRUE
Pan_troglodytes,Mico_argentatus,95,16,0.168421052631579,0.0996442095455808,0.247977064642223,20,1,0.05,0.000118732524035412,0.179634582890624,0.118421052631579,TRUE,0.118421052631579,TRUE
Papio_hamadryas,Mico_argentatus,103,5,0.0485436893203884,0.0148748076124849,0.0961960679003443,20,1,0.05,0.000118732524035412,0.179634582890624,-0.00145631067961161,TRUE,-0.00145631067961161,TRUE
Propithecus_coquereli,Mico_argentatus,25,4,0.16,0.0444228371819369,0.316667454426006,20,1,0.05,0.000118732524035412,0.179634582890624,0.11,TRUE,0.11,TRUE
Saguinus_bicolor,Mico_argentatus,25,1,0.04,8.7486963786008e-05,0.146129731147202,20,1,0.05,0.000118732524035412,0.179634582890624,-0.01,TRUE,-0.01,TRUE
Saguinus_imperator,Mico_argentatus,36,0,0,0,0.0516036429663788,20,1,0.05,0.000118732524035412,0.179634582890624,-0.05,TRUE,-0.05,TRUE
Saguinus_midas,Mico_argentatus,22,0,0,0,0.0826924701398397,20,1,0.05,0.000118732524035412,0.179634582890624,-0.05,TRUE,-0.05,TRUE
Saguinus_oedipus,Mico_argentatus,134,23,0.171641791044776,0.112248414771341,0.238624750552247,20,1,0.05,0.000118732524035412,0.179634582890624,0.121641791044776,TRUE,0.121641791044776,TRUE
Saimiri_sciureus,Mico_argentatus,116,9,0.0775862068965517,0.0353433960210314,0.131243026482192,20,1,0.05,0.000118732524035412,0.179634582890624,0.0275862068965517,TRUE,0.0275862068965517,TRUE
Sapajus_apella,Mico_argentatus,26,3,0.115384615384615,0.022156245170804,0.254442101092003,20,1,0.05,0.000118732524035412,0.179634582890624,0.065384615384615,TRUE,0.065384615384615,TRUE
Theropithecus_gelada,Mico_argentatus,52,1,0.0192307692307692,3.54977155416648e-05,0.0727517084305247,20,1,0.05,0.000118732524035412,0.179634582890624,-0.0307692307692308,TRUE,-0.0307692307692308,TRUE
Trachypithecus_auratus,Mico_argentatus,27,1,0.037037037037037,7.90619029304496e-05,0.135978776603369,20,1,0.05,0.000118732524035412,0.179634582890624,-0.012962962962963,TRUE,-0.012962962962963,TRUE
Trachypithecus_cristatus,Mico_argentatus,28,1,0.0357142857142857,7.54165716449291e-05,0.131413591050072,20,1,0.05,0.000118732524035412,0.179634582890624,-0.0142857142857143,TRUE,-0.0142857142857143,TRUE
Trachypithecus_francoisi,Mico_argentatus,30,4,0.133333333333333,0.0360533257722992,0.268089216873517,20,1,0.05,0.000118732524035412,0.179634582890624,0.083333333333333,TRUE,0.083333333333333,TRUE
Varecia_rubra,Mico_argentatus,59,11,0.186440677966102,0.0974433956354568,0.291715927519924,20,1,0.05,0.000118732524035412,0.179634582890624,0.136440677966102,TRUE,0.136440677966102,TRUE
Varecia_variegata,Mico_argentatus,76,16,0.210526315789474,0.126292518022371,0.30645447721356,20,1,0.05,0.000118732524035412,0.179634582890624,0.160526315789474,TRUE,0.160526315789474,TRUE
Alouatta_caraya,Microcebus_murinus,32,4,0.125,0.0335237218359123,0.252573497629146,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.120614035087719,TRUE,-0.120614035087719,TRUE
Ateles_geoffroyi,Microcebus_murinus,43,13,0.302325581395349,0.175869629241609,0.442628252539522,57,14,0.245614035087719,0.143143776921009,0.361679877334054,0.05671154630763,TRUE,0.05671154630763,TRUE
Callimico_goeldii,Microcebus_murinus,69,15,0.217391304347826,0.128170743692434,0.319160858198794,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.028222730739893,TRUE,-0.028222730739893,TRUE
Callithrix_geoffroyi,Microcebus_murinus,31,3,0.0967741935483871,0.0181230815452321,0.216262136506408,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.148839841539332,TRUE,-0.148839841539332,TRUE
Callithrix_jacchus,Microcebus_murinus,41,1,0.024390243902439,4.69527767274654e-05,0.0914709354519275,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.22122379118528,FALSE,-0.22122379118528,FALSE
Cebuella_pygmaea,Microcebus_murinus,41,4,0.0975609756097561,0.0254717144564413,0.200342605405249,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.148053059477963,TRUE,-0.148053059477963,TRUE
Cercopithecus_neglectus,Microcebus_murinus,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.174185463659148,TRUE,-0.174185463659148,TRUE
Colobus_guereza,Microcebus_murinus,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.142521251582564,TRUE,-0.142521251582564,TRUE
Eulemur_macaco,Microcebus_murinus,30,9,0.3,0.152494532088254,0.467286007314685,57,14,0.245614035087719,0.143143776921009,0.361679877334054,0.054385964912281,TRUE,0.054385964912281,TRUE
Galago_moholi,Microcebus_murinus,32,3,0.09375,0.0174857255170213,0.209957455922558,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.151864035087719,TRUE,-0.151864035087719,TRUE
Galago_senegalensis,Microcebus_murinus,66,1,0.0151515151515152,2.70561599553178e-05,0.0577160047524064,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.230462519936204,FALSE,-0.230462519936204,FALSE
Gorilla_gorilla,Microcebus_murinus,67,14,0.208955223880597,0.120155734324225,0.311064499827234,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.036658811207122,TRUE,-0.036658811207122,TRUE
Hylobates_lar,Microcebus_murinus,44,7,0.159090909090909,0.0662158815925952,0.275666772011294,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.08652312599681,TRUE,-0.08652312599681,TRUE
Lemur_catta,Microcebus_murinus,244,38,0.155737704918033,0.112697925252209,0.203165011205152,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.089876330169686,TRUE,-0.089876330169686,TRUE
Leontopithecus_chrysomelas,Microcebus_murinus,51,6,0.117647058823529,0.0433930085414775,0.215122793216635,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.12796697626419,TRUE,-0.12796697626419,TRUE
Leontopithecus_rosalia,Microcebus_murinus,90,11,0.122222222222222,0.0621866562845742,0.195283382246493,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.123391812865497,TRUE,-0.123391812865497,TRUE
Macaca_fascicularis,Microcebus_murinus,37,2,0.0540540540540541,0.00451596014887435,0.143504899802175,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.191559981033665,TRUE,-0.191559981033665,TRUE
Macaca_fuscata,Microcebus_murinus,43,4,0.0930232558139535,0.0241800164899547,0.191534510824328,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.152590779273766,TRUE,-0.152590779273766,TRUE
Macaca_nigra,Microcebus_murinus,36,1,0.0277777777777778,5.49719720521614e-05,0.103582670720407,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.217836257309941,FALSE,-0.217836257309941,FALSE
Macaca_silenus,Microcebus_murinus,68,6,0.0882352941176471,0.031917080030165,0.163514641891754,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.157378740970072,TRUE,-0.157378740970072,TRUE
Mandrillus_sphinx,Microcebus_murinus,45,4,0.0888888888888889,0.0230127556475903,0.18346692026325,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.15672514619883,TRUE,-0.15672514619883,TRUE
Mico_argentatus,Microcebus_murinus,20,1,0.05,0.000118732524035412,0.179634582890624,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.195614035087719,TRUE,-0.195614035087719,TRUE
Microcebus_murinus,Microcebus_murinus,57,14,0.245614035087719,0.143143776921009,0.361679877334054,57,14,0.245614035087719,0.143143776921009,0.361679877334054,0,TRUE,0,TRUE
Nycticebus_coucang,Microcebus_murinus,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.162280701754386,TRUE,-0.162280701754386,TRUE
Nycticebus_pygmaeus,Microcebus_murinus,49,13,0.26530612244898,0.152087921083665,0.393040317967431,57,14,0.245614035087719,0.143143776921009,0.361679877334054,0.019692087361261,TRUE,0.019692087361261,TRUE
Pan_troglodytes,Microcebus_murinus,95,16,0.168421052631579,0.0996442095455808,0.247977064642223,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.07719298245614,TRUE,-0.07719298245614,TRUE
Papio_hamadryas,Microcebus_murinus,103,5,0.0485436893203884,0.0148748076124849,0.0961960679003443,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.197070345767331,FALSE,-0.197070345767331,FALSE
Propithecus_coquereli,Microcebus_murinus,25,4,0.16,0.0444228371819369,0.316667454426006,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.085614035087719,TRUE,-0.085614035087719,TRUE
Saguinus_bicolor,Microcebus_murinus,25,1,0.04,8.7486963786008e-05,0.146129731147202,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.205614035087719,TRUE,-0.205614035087719,TRUE
Saguinus_imperator,Microcebus_murinus,36,0,0,0,0.0516036429663788,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.245614035087719,FALSE,-0.245614035087719,FALSE
Saguinus_midas,Microcebus_murinus,22,0,0,0,0.0826924701398397,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.245614035087719,FALSE,-0.245614035087719,FALSE
Saguinus_oedipus,Microcebus_murinus,134,23,0.171641791044776,0.112248414771341,0.238624750552247,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.073972244042943,TRUE,-0.073972244042943,TRUE
Saimiri_sciureus,Microcebus_murinus,116,9,0.0775862068965517,0.0353433960210314,0.131243026482192,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.168027828191167,FALSE,-0.168027828191167,FALSE
Sapajus_apella,Microcebus_murinus,26,3,0.115384615384615,0.022156245170804,0.254442101092003,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.130229419703104,TRUE,-0.130229419703104,TRUE
Theropithecus_gelada,Microcebus_murinus,52,1,0.0192307692307692,3.54977155416648e-05,0.0727517084305247,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.22638326585695,FALSE,-0.22638326585695,FALSE
Trachypithecus_auratus,Microcebus_murinus,27,1,0.037037037037037,7.90619029304496e-05,0.135978776603369,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.208576998050682,FALSE,-0.208576998050682,FALSE
Trachypithecus_cristatus,Microcebus_murinus,28,1,0.0357142857142857,7.54165716449291e-05,0.131413591050072,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.209899749373433,FALSE,-0.209899749373433,FALSE
Trachypithecus_francoisi,Microcebus_murinus,30,4,0.133333333333333,0.0360533257722992,0.268089216873517,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.112280701754386,TRUE,-0.112280701754386,TRUE
Varecia_rubra,Microcebus_murinus,59,11,0.186440677966102,0.0974433956354568,0.291715927519924,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.059173357121617,TRUE,-0.059173357121617,TRUE
Varecia_variegata,Microcebus_murinus,76,16,0.210526315789474,0.126292518022371,0.30645447721356,57,14,0.245614035087719,0.143143776921009,0.361679877334054,-0.035087719298245,TRUE,-0.035087719298245,TRUE
Alouatta_caraya,Nycticebus_coucang,32,4,0.125,0.0335237218359123,0.252573497629146,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0416666666666667,TRUE,0.0416666666666667,TRUE
Ateles_geoffroyi,Nycticebus_coucang,43,13,0.302325581395349,0.175869629241609,0.442628252539522,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.218992248062016,TRUE,0.218992248062016,TRUE
Callimico_goeldii,Nycticebus_coucang,69,15,0.217391304347826,0.128170743692434,0.319160858198794,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.134057971014493,TRUE,0.134057971014493,TRUE
Callithrix_geoffroyi,Nycticebus_coucang,31,3,0.0967741935483871,0.0181230815452321,0.216262136506408,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0134408602150538,TRUE,0.0134408602150538,TRUE
Callithrix_jacchus,Nycticebus_coucang,41,1,0.024390243902439,4.69527767274654e-05,0.0914709354519275,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0589430894308943,TRUE,-0.0589430894308943,TRUE
Cebuella_pygmaea,Nycticebus_coucang,41,4,0.0975609756097561,0.0254717144564413,0.200342605405249,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0142276422764228,TRUE,0.0142276422764228,TRUE
Cercopithecus_neglectus,Nycticebus_coucang,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0119047619047619,TRUE,-0.0119047619047619,TRUE
Colobus_guereza,Nycticebus_coucang,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0197594501718217,TRUE,0.0197594501718217,TRUE
Eulemur_macaco,Nycticebus_coucang,30,9,0.3,0.152494532088254,0.467286007314685,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.216666666666667,TRUE,0.216666666666667,TRUE
Galago_moholi,Nycticebus_coucang,32,3,0.09375,0.0174857255170213,0.209957455922558,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0104166666666667,TRUE,0.0104166666666667,TRUE
Galago_senegalensis,Nycticebus_coucang,66,1,0.0151515151515152,2.70561599553178e-05,0.0577160047524064,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0681818181818181,TRUE,-0.0681818181818181,TRUE
Gorilla_gorilla,Nycticebus_coucang,67,14,0.208955223880597,0.120155734324225,0.311064499827234,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.125621890547264,TRUE,0.125621890547264,TRUE
Hylobates_lar,Nycticebus_coucang,44,7,0.159090909090909,0.0662158815925952,0.275666772011294,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0757575757575757,TRUE,0.0757575757575757,TRUE
Lemur_catta,Nycticebus_coucang,244,38,0.155737704918033,0.112697925252209,0.203165011205152,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0724043715846997,TRUE,0.0724043715846997,TRUE
Leontopithecus_chrysomelas,Nycticebus_coucang,51,6,0.117647058823529,0.0433930085414775,0.215122793216635,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0343137254901957,TRUE,0.0343137254901957,TRUE
Leontopithecus_rosalia,Nycticebus_coucang,90,11,0.122222222222222,0.0621866562845742,0.195283382246493,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0388888888888887,TRUE,0.0388888888888887,TRUE
Macaca_fascicularis,Nycticebus_coucang,37,2,0.0540540540540541,0.00451596014887435,0.143504899802175,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0292792792792792,TRUE,-0.0292792792792792,TRUE
Macaca_fuscata,Nycticebus_coucang,43,4,0.0930232558139535,0.0241800164899547,0.191534510824328,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0096899224806202,TRUE,0.0096899224806202,TRUE
Macaca_nigra,Nycticebus_coucang,36,1,0.0277777777777778,5.49719720521614e-05,0.103582670720407,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0555555555555555,TRUE,-0.0555555555555555,TRUE
Macaca_silenus,Nycticebus_coucang,68,6,0.0882352941176471,0.031917080030165,0.163514641891754,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.00490196078431381,TRUE,0.00490196078431381,TRUE
Mandrillus_sphinx,Nycticebus_coucang,45,4,0.0888888888888889,0.0230127556475903,0.18346692026325,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.00555555555555561,TRUE,0.00555555555555561,TRUE
Mico_argentatus,Nycticebus_coucang,20,1,0.05,0.000118732524035412,0.179634582890624,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0333333333333333,TRUE,-0.0333333333333333,TRUE
Microcebus_murinus,Nycticebus_coucang,57,14,0.245614035087719,0.143143776921009,0.361679877334054,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.162280701754386,TRUE,0.162280701754386,TRUE
Nycticebus_coucang,Nycticebus_coucang,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0,TRUE,0,TRUE
Nycticebus_pygmaeus,Nycticebus_coucang,49,13,0.26530612244898,0.152087921083665,0.393040317967431,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.181972789115647,TRUE,0.181972789115647,TRUE
Pan_troglodytes,Nycticebus_coucang,95,16,0.168421052631579,0.0996442095455808,0.247977064642223,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0850877192982457,TRUE,0.0850877192982457,TRUE
Papio_hamadryas,Nycticebus_coucang,103,5,0.0485436893203884,0.0148748076124849,0.0961960679003443,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0347896440129449,TRUE,-0.0347896440129449,TRUE
Propithecus_coquereli,Nycticebus_coucang,25,4,0.16,0.0444228371819369,0.316667454426006,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0766666666666667,TRUE,0.0766666666666667,TRUE
Saguinus_bicolor,Nycticebus_coucang,25,1,0.04,8.7486963786008e-05,0.146129731147202,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0433333333333333,TRUE,-0.0433333333333333,TRUE
Saguinus_imperator,Nycticebus_coucang,36,0,0,0,0.0516036429663788,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0833333333333333,TRUE,-0.0833333333333333,TRUE
Saguinus_midas,Nycticebus_coucang,22,0,0,0,0.0826924701398397,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0833333333333333,TRUE,-0.0833333333333333,TRUE
Saguinus_oedipus,Nycticebus_coucang,134,23,0.171641791044776,0.112248414771341,0.238624750552247,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0883084577114427,TRUE,0.0883084577114427,TRUE
Saimiri_sciureus,Nycticebus_coucang,116,9,0.0775862068965517,0.0353433960210314,0.131243026482192,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0057471264367816,TRUE,-0.0057471264367816,TRUE
Sapajus_apella,Nycticebus_coucang,26,3,0.115384615384615,0.022156245170804,0.254442101092003,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0320512820512817,TRUE,0.0320512820512817,TRUE
Theropithecus_gelada,Nycticebus_coucang,52,1,0.0192307692307692,3.54977155416648e-05,0.0727517084305247,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0641025641025641,TRUE,-0.0641025641025641,TRUE
Trachypithecus_auratus,Nycticebus_coucang,27,1,0.037037037037037,7.90619029304496e-05,0.135978776603369,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0462962962962963,TRUE,-0.0462962962962963,TRUE
Trachypithecus_cristatus,Nycticebus_coucang,28,1,0.0357142857142857,7.54165716449291e-05,0.131413591050072,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,-0.0476190476190476,TRUE,-0.0476190476190476,TRUE
Trachypithecus_francoisi,Nycticebus_coucang,30,4,0.133333333333333,0.0360533257722992,0.268089216873517,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.0499999999999997,TRUE,0.0499999999999997,TRUE
Varecia_rubra,Nycticebus_coucang,59,11,0.186440677966102,0.0974433956354568,0.291715927519924,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.103107344632769,TRUE,0.103107344632769,TRUE
Varecia_variegata,Nycticebus_coucang,76,16,0.210526315789474,0.126292518022371,0.30645447721356,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,0.127192982456141,TRUE,0.127192982456141,TRUE
Alouatta_caraya,Nycticebus_pygmaeus,32,4,0.125,0.0335237218359123,0.252573497629146,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.14030612244898,TRUE,-0.14030612244898,TRUE
Ateles_geoffroyi,Nycticebus_pygmaeus,43,13,0.302325581395349,0.175869629241609,0.442628252539522,49,13,0.26530612244898,0.152087921083665,0.393040317967431,0.037019458946369,TRUE,0.037019458946369,TRUE
Callimico_goeldii,Nycticebus_pygmaeus,69,15,0.217391304347826,0.128170743692434,0.319160858198794,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.047914818101154,TRUE,-0.047914818101154,TRUE
Callithrix_geoffroyi,Nycticebus_pygmaeus,31,3,0.0967741935483871,0.0181230815452321,0.216262136506408,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.168531928900593,TRUE,-0.168531928900593,TRUE
Callithrix_jacchus,Nycticebus_pygmaeus,41,1,0.024390243902439,4.69527767274654e-05,0.0914709354519275,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.240915878546541,FALSE,-0.240915878546541,FALSE
Cebuella_pygmaea,Nycticebus_pygmaeus,41,4,0.0975609756097561,0.0254717144564413,0.200342605405249,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.167745146839224,TRUE,-0.167745146839224,TRUE
Cercopithecus_neglectus,Nycticebus_pygmaeus,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.193877551020409,TRUE,-0.193877551020409,TRUE
Colobus_guereza,Nycticebus_pygmaeus,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.162213338943825,TRUE,-0.162213338943825,TRUE
Eulemur_macaco,Nycticebus_pygmaeus,30,9,0.3,0.152494532088254,0.467286007314685,49,13,0.26530612244898,0.152087921083665,0.393040317967431,0.03469387755102,TRUE,0.03469387755102,TRUE
Galago_moholi,Nycticebus_pygmaeus,32,3,0.09375,0.0174857255170213,0.209957455922558,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.17155612244898,TRUE,-0.17155612244898,TRUE
Galago_senegalensis,Nycticebus_pygmaeus,66,1,0.0151515151515152,2.70561599553178e-05,0.0577160047524064,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.250154607297465,FALSE,-0.250154607297465,FALSE
Gorilla_gorilla,Nycticebus_pygmaeus,67,14,0.208955223880597,0.120155734324225,0.311064499827234,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.056350898568383,TRUE,-0.056350898568383,TRUE
Hylobates_lar,Nycticebus_pygmaeus,44,7,0.159090909090909,0.0662158815925952,0.275666772011294,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.106215213358071,TRUE,-0.106215213358071,TRUE
Lemur_catta,Nycticebus_pygmaeus,244,38,0.155737704918033,0.112697925252209,0.203165011205152,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.109568417530947,TRUE,-0.109568417530947,TRUE
Leontopithecus_chrysomelas,Nycticebus_pygmaeus,51,6,0.117647058823529,0.0433930085414775,0.215122793216635,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.147659063625451,TRUE,-0.147659063625451,TRUE
Leontopithecus_rosalia,Nycticebus_pygmaeus,90,11,0.122222222222222,0.0621866562845742,0.195283382246493,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.143083900226758,TRUE,-0.143083900226758,TRUE
Macaca_fascicularis,Nycticebus_pygmaeus,37,2,0.0540540540540541,0.00451596014887435,0.143504899802175,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.211252068394926,FALSE,-0.211252068394926,FALSE
Macaca_fuscata,Nycticebus_pygmaeus,43,4,0.0930232558139535,0.0241800164899547,0.191534510824328,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.172282866635027,TRUE,-0.172282866635027,TRUE
Macaca_nigra,Nycticebus_pygmaeus,36,1,0.0277777777777778,5.49719720521614e-05,0.103582670720407,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.237528344671202,FALSE,-0.237528344671202,FALSE
Macaca_silenus,Nycticebus_pygmaeus,68,6,0.0882352941176471,0.031917080030165,0.163514641891754,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.177070828331333,TRUE,-0.177070828331333,TRUE
Mandrillus_sphinx,Nycticebus_pygmaeus,45,4,0.0888888888888889,0.0230127556475903,0.18346692026325,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.176417233560091,TRUE,-0.176417233560091,TRUE
Mico_argentatus,Nycticebus_pygmaeus,20,1,0.05,0.000118732524035412,0.179634582890624,49,13,0.26530612244898,0.152087921083665,0.393040317967431,-0.21530612244898,TRUE,-0.21530612244898,TRUE
