species1,species2,n_population1,n_observation1,trait1,trait_ci_lb1,trait_ci_ub1,n_population2,n_observation2,trait2,trait_ci_lb2,trait_ci_ub2,trait_diff,trait_overlap,diff_value,overlap_use
Macaca_nigra,Cercopithecus_neglectus,36,1,0.0277777777777778,5.49719720521614e-05,0.103582670720407,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,-0.0436507936507936,TRUE,-0.0436507936507936,TRUE
Macaca_silenus,Cercopithecus_neglectus,68,6,0.0882352941176471,0.031917080030165,0.163514641891754,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.0168067226890757,TRUE,0.0168067226890757,TRUE
Mandrillus_sphinx,Cercopithecus_neglectus,45,4,0.0888888888888889,0.0230127556475903,0.18346692026325,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.0174603174603175,TRUE,0.0174603174603175,TRUE
Mico_argentatus,Cercopithecus_neglectus,20,1,0.05,0.000118732524035412,0.179634582890624,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,-0.0214285714285714,TRUE,-0.0214285714285714,TRUE
Microcebus_murinus,Cercopithecus_neglectus,57,14,0.245614035087719,0.143143776921009,0.361679877334054,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.174185463659148,TRUE,0.174185463659148,TRUE
Nycticebus_coucang,Cercopithecus_neglectus,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.0119047619047619,TRUE,0.0119047619047619,TRUE
Nycticebus_pygmaeus,Cercopithecus_neglectus,49,13,0.26530612244898,0.152087921083665,0.393040317967431,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.193877551020409,TRUE,0.193877551020409,TRUE
Pan_troglodytes,Cercopithecus_neglectus,95,16,0.168421052631579,0.0996442095455808,0.247977064642223,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.0969924812030076,TRUE,0.0969924812030076,TRUE
Papio_hamadryas,Cercopithecus_neglectus,103,5,0.0485436893203884,0.0148748076124849,0.0961960679003443,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,-0.022884882108183,TRUE,-0.022884882108183,TRUE
Propithecus_coquereli,Cercopithecus_neglectus,25,4,0.16,0.0444228371819369,0.316667454426006,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.0885714285714286,TRUE,0.0885714285714286,TRUE
Saguinus_bicolor,Cercopithecus_neglectus,25,1,0.04,8.7486963786008e-05,0.146129731147202,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,-0.0314285714285714,TRUE,-0.0314285714285714,TRUE
Saguinus_imperator,Cercopithecus_neglectus,36,0,0,0,0.0516036429663788,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,-0.0714285714285714,TRUE,-0.0714285714285714,TRUE
Saguinus_midas,Cercopithecus_neglectus,22,0,0,0,0.0826924701398397,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,-0.0714285714285714,TRUE,-0.0714285714285714,TRUE
Saguinus_oedipus,Cercopithecus_neglectus,134,23,0.171641791044776,0.112248414771341,0.238624750552247,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.100213219616205,TRUE,0.100213219616205,TRUE
Saimiri_sciureus,Cercopithecus_neglectus,116,9,0.0775862068965517,0.0353433960210314,0.131243026482192,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.0061576354679803,TRUE,0.0061576354679803,TRUE
Sapajus_apella,Cercopithecus_neglectus,26,3,0.115384615384615,0.022156245170804,0.254442101092003,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.0439560439560436,TRUE,0.0439560439560436,TRUE
Theropithecus_gelada,Cercopithecus_neglectus,52,1,0.0192307692307692,3.54977155416648e-05,0.0727517084305247,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,-0.0521978021978022,TRUE,-0.0521978021978022,TRUE
Trachypithecus_auratus,Cercopithecus_neglectus,27,1,0.037037037037037,7.90619029304496e-05,0.135978776603369,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,-0.0343915343915344,TRUE,-0.0343915343915344,TRUE
Trachypithecus_cristatus,Cercopithecus_neglectus,28,1,0.0357142857142857,7.54165716449291e-05,0.131413591050072,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,-0.0357142857142857,TRUE,-0.0357142857142857,TRUE
Trachypithecus_francoisi,Cercopithecus_neglectus,30,4,0.133333333333333,0.0360533257722992,0.268089216873517,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.0619047619047616,TRUE,0.0619047619047616,TRUE
Varecia_rubra,Cercopithecus_neglectus,59,11,0.186440677966102,0.0974433956354568,0.291715927519924,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.115012106537531,TRUE,0.115012106537531,TRUE
Varecia_variegata,Cercopithecus_neglectus,76,16,0.210526315789474,0.126292518022371,0.30645447721356,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,0.139097744360903,TRUE,0.139097744360903,TRUE
Alouatta_caraya,Colobus_guereza,32,4,0.125,0.0335237218359123,0.252573497629146,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.021907216494845,TRUE,0.021907216494845,TRUE
Ateles_geoffroyi,Colobus_guereza,43,13,0.302325581395349,0.175869629241609,0.442628252539522,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.199232797890194,FALSE,0.199232797890194,FALSE
Callimico_goeldii,Colobus_guereza,69,15,0.217391304347826,0.128170743692434,0.319160858198794,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.114298520842671,TRUE,0.114298520842671,TRUE
Callithrix_geoffroyi,Colobus_guereza,31,3,0.0967741935483871,0.0181230815452321,0.216262136506408,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0063185899567679,TRUE,-0.0063185899567679,TRUE
Callithrix_jacchus,Colobus_guereza,41,1,0.024390243902439,4.69527767274654e-05,0.0914709354519275,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.078702539602716,TRUE,-0.078702539602716,TRUE
Cebuella_pygmaea,Colobus_guereza,41,4,0.0975609756097561,0.0254717144564413,0.200342605405249,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.00553180789539889,TRUE,-0.00553180789539889,TRUE
Cercopithecus_neglectus,Colobus_guereza,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0316642120765836,TRUE,-0.0316642120765836,TRUE
Colobus_guereza,Colobus_guereza,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0,TRUE,0,TRUE
Eulemur_macaco,Colobus_guereza,30,9,0.3,0.152494532088254,0.467286007314685,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.196907216494845,TRUE,0.196907216494845,TRUE
Galago_moholi,Colobus_guereza,32,3,0.09375,0.0174857255170213,0.209957455922558,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.00934278350515499,TRUE,-0.00934278350515499,TRUE
Galago_senegalensis,Colobus_guereza,66,1,0.0151515151515152,2.70561599553178e-05,0.0577160047524064,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0879412683536398,TRUE,-0.0879412683536398,TRUE
Gorilla_gorilla,Colobus_guereza,67,14,0.208955223880597,0.120155734324225,0.311064499827234,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.105862440375442,TRUE,0.105862440375442,TRUE
Hylobates_lar,Colobus_guereza,44,7,0.159090909090909,0.0662158815925952,0.275666772011294,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.055998125585754,TRUE,0.055998125585754,TRUE
Lemur_catta,Colobus_guereza,244,38,0.155737704918033,0.112697925252209,0.203165011205152,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.052644921412878,TRUE,0.052644921412878,TRUE
Leontopithecus_chrysomelas,Colobus_guereza,51,6,0.117647058823529,0.0433930085414775,0.215122793216635,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.014554275318374,TRUE,0.014554275318374,TRUE
Leontopithecus_rosalia,Colobus_guereza,90,11,0.122222222222222,0.0621866562845742,0.195283382246493,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.019129438717067,TRUE,0.019129438717067,TRUE
Macaca_fascicularis,Colobus_guereza,37,2,0.0540540540540541,0.00451596014887435,0.143504899802175,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0490387294511009,TRUE,-0.0490387294511009,TRUE
Macaca_fuscata,Colobus_guereza,43,4,0.0930232558139535,0.0241800164899547,0.191534510824328,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0100695276912015,TRUE,-0.0100695276912015,TRUE
Macaca_nigra,Colobus_guereza,36,1,0.0277777777777778,5.49719720521614e-05,0.103582670720407,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0753150057273772,TRUE,-0.0753150057273772,TRUE
Macaca_silenus,Colobus_guereza,68,6,0.0882352941176471,0.031917080030165,0.163514641891754,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0148574893875079,TRUE,-0.0148574893875079,TRUE
Mandrillus_sphinx,Colobus_guereza,45,4,0.0888888888888889,0.0230127556475903,0.18346692026325,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0142038946162661,TRUE,-0.0142038946162661,TRUE
Mico_argentatus,Colobus_guereza,20,1,0.05,0.000118732524035412,0.179634582890624,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.053092783505155,TRUE,-0.053092783505155,TRUE
Microcebus_murinus,Colobus_guereza,57,14,0.245614035087719,0.143143776921009,0.361679877334054,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.142521251582564,TRUE,0.142521251582564,TRUE
Nycticebus_coucang,Colobus_guereza,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0197594501718217,TRUE,-0.0197594501718217,TRUE
Nycticebus_pygmaeus,Colobus_guereza,49,13,0.26530612244898,0.152087921083665,0.393040317967431,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.162213338943825,TRUE,0.162213338943825,TRUE
Pan_troglodytes,Colobus_guereza,95,16,0.168421052631579,0.0996442095455808,0.247977064642223,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.065328269126424,TRUE,0.065328269126424,TRUE
Papio_hamadryas,Colobus_guereza,103,5,0.0485436893203884,0.0148748076124849,0.0961960679003443,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0545490941847666,TRUE,-0.0545490941847666,TRUE
Propithecus_coquereli,Colobus_guereza,25,4,0.16,0.0444228371819369,0.316667454426006,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.056907216494845,TRUE,0.056907216494845,TRUE
Saguinus_bicolor,Colobus_guereza,25,1,0.04,8.7486963786008e-05,0.146129731147202,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.063092783505155,TRUE,-0.063092783505155,TRUE
Saguinus_imperator,Colobus_guereza,36,0,0,0,0.0516036429663788,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.103092783505155,TRUE,-0.103092783505155,TRUE
Saguinus_midas,Colobus_guereza,22,0,0,0,0.0826924701398397,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.103092783505155,TRUE,-0.103092783505155,TRUE
Saguinus_oedipus,Colobus_guereza,134,23,0.171641791044776,0.112248414771341,0.238624750552247,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.068549007539621,TRUE,0.068549007539621,TRUE
Saimiri_sciureus,Colobus_guereza,116,9,0.0775862068965517,0.0353433960210314,0.131243026482192,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0255065766086033,TRUE,-0.0255065766086033,TRUE
Sapajus_apella,Colobus_guereza,26,3,0.115384615384615,0.022156245170804,0.254442101092003,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.01229183187946,TRUE,0.01229183187946,TRUE
Theropithecus_gelada,Colobus_guereza,52,1,0.0192307692307692,3.54977155416648e-05,0.0727517084305247,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0838620142743858,TRUE,-0.0838620142743858,TRUE
Trachypithecus_auratus,Colobus_guereza,27,1,0.037037037037037,7.90619029304496e-05,0.135978776603369,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.066055746468118,TRUE,-0.066055746468118,TRUE
Trachypithecus_cristatus,Colobus_guereza,28,1,0.0357142857142857,7.54165716449291e-05,0.131413591050072,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,-0.0673784977908693,TRUE,-0.0673784977908693,TRUE
Trachypithecus_francoisi,Colobus_guereza,30,4,0.133333333333333,0.0360533257722992,0.268089216873517,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.030240549828178,TRUE,0.030240549828178,TRUE
Varecia_rubra,Colobus_guereza,59,11,0.186440677966102,0.0974433956354568,0.291715927519924,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.083347894460947,TRUE,0.083347894460947,TRUE
Varecia_variegata,Colobus_guereza,76,16,0.210526315789474,0.126292518022371,0.30645447721356,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,0.107433532284319,TRUE,0.107433532284319,TRUE
Alouatta_caraya,Eulemur_macaco,32,4,0.125,0.0335237218359123,0.252573497629146,30,9,0.3,0.152494532088254,0.467286007314685,-0.175,TRUE,-0.175,TRUE
Ateles_geoffroyi,Eulemur_macaco,43,13,0.302325581395349,0.175869629241609,0.442628252539522,30,9,0.3,0.152494532088254,0.467286007314685,0.002325581395349,TRUE,0.002325581395349,TRUE
Callimico_goeldii,Eulemur_macaco,69,15,0.217391304347826,0.128170743692434,0.319160858198794,30,9,0.3,0.152494532088254,0.467286007314685,-0.082608695652174,TRUE,-0.082608695652174,TRUE
Callithrix_geoffroyi,Eulemur_macaco,31,3,0.0967741935483871,0.0181230815452321,0.216262136506408,30,9,0.3,0.152494532088254,0.467286007314685,-0.203225806451613,TRUE,-0.203225806451613,TRUE
Callithrix_jacchus,Eulemur_macaco,41,1,0.024390243902439,4.69527767274654e-05,0.0914709354519275,30,9,0.3,0.152494532088254,0.467286007314685,-0.275609756097561,FALSE,-0.275609756097561,FALSE
Cebuella_pygmaea,Eulemur_macaco,41,4,0.0975609756097561,0.0254717144564413,0.200342605405249,30,9,0.3,0.152494532088254,0.467286007314685,-0.202439024390244,TRUE,-0.202439024390244,TRUE
Cercopithecus_neglectus,Eulemur_macaco,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,30,9,0.3,0.152494532088254,0.467286007314685,-0.228571428571429,TRUE,-0.228571428571429,TRUE
Colobus_guereza,Eulemur_macaco,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,30,9,0.3,0.152494532088254,0.467286007314685,-0.196907216494845,TRUE,-0.196907216494845,TRUE
Eulemur_macaco,Eulemur_macaco,30,9,0.3,0.152494532088254,0.467286007314685,30,9,0.3,0.152494532088254,0.467286007314685,0,TRUE,0,TRUE
Galago_moholi,Eulemur_macaco,32,3,0.09375,0.0174857255170213,0.209957455922558,30,9,0.3,0.152494532088254,0.467286007314685,-0.20625,TRUE,-0.20625,TRUE
Galago_senegalensis,Eulemur_macaco,66,1,0.0151515151515152,2.70561599553178e-05,0.0577160047524064,30,9,0.3,0.152494532088254,0.467286007314685,-0.284848484848485,FALSE,-0.284848484848485,FALSE
Gorilla_gorilla,Eulemur_macaco,67,14,0.208955223880597,0.120155734324225,0.311064499827234,30,9,0.3,0.152494532088254,0.467286007314685,-0.091044776119403,TRUE,-0.091044776119403,TRUE
Hylobates_lar,Eulemur_macaco,44,7,0.159090909090909,0.0662158815925952,0.275666772011294,30,9,0.3,0.152494532088254,0.467286007314685,-0.140909090909091,TRUE,-0.140909090909091,TRUE
Lemur_catta,Eulemur_macaco,244,38,0.155737704918033,0.112697925252209,0.203165011205152,30,9,0.3,0.152494532088254,0.467286007314685,-0.144262295081967,TRUE,-0.144262295081967,TRUE
Leontopithecus_chrysomelas,Eulemur_macaco,51,6,0.117647058823529,0.0433930085414775,0.215122793216635,30,9,0.3,0.152494532088254,0.467286007314685,-0.182352941176471,TRUE,-0.182352941176471,TRUE
Leontopithecus_rosalia,Eulemur_macaco,90,11,0.122222222222222,0.0621866562845742,0.195283382246493,30,9,0.3,0.152494532088254,0.467286007314685,-0.177777777777778,TRUE,-0.177777777777778,TRUE
Macaca_fascicularis,Eulemur_macaco,37,2,0.0540540540540541,0.00451596014887435,0.143504899802175,30,9,0.3,0.152494532088254,0.467286007314685,-0.245945945945946,FALSE,-0.245945945945946,FALSE
Macaca_fuscata,Eulemur_macaco,43,4,0.0930232558139535,0.0241800164899547,0.191534510824328,30,9,0.3,0.152494532088254,0.467286007314685,-0.206976744186047,TRUE,-0.206976744186047,TRUE
Macaca_nigra,Eulemur_macaco,36,1,0.0277777777777778,5.49719720521614e-05,0.103582670720407,30,9,0.3,0.152494532088254,0.467286007314685,-0.272222222222222,FALSE,-0.272222222222222,FALSE
Macaca_silenus,Eulemur_macaco,68,6,0.0882352941176471,0.031917080030165,0.163514641891754,30,9,0.3,0.152494532088254,0.467286007314685,-0.211764705882353,TRUE,-0.211764705882353,TRUE
Mandrillus_sphinx,Eulemur_macaco,45,4,0.0888888888888889,0.0230127556475903,0.18346692026325,30,9,0.3,0.152494532088254,0.467286007314685,-0.211111111111111,TRUE,-0.211111111111111,TRUE
Mico_argentatus,Eulemur_macaco,20,1,0.05,0.000118732524035412,0.179634582890624,30,9,0.3,0.152494532088254,0.467286007314685,-0.25,TRUE,-0.25,TRUE
Microcebus_murinus,Eulemur_macaco,57,14,0.245614035087719,0.143143776921009,0.361679877334054,30,9,0.3,0.152494532088254,0.467286007314685,-0.054385964912281,TRUE,-0.054385964912281,TRUE
Nycticebus_coucang,Eulemur_macaco,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,30,9,0.3,0.152494532088254,0.467286007314685,-0.216666666666667,TRUE,-0.216666666666667,TRUE
Nycticebus_pygmaeus,Eulemur_macaco,49,13,0.26530612244898,0.152087921083665,0.393040317967431,30,9,0.3,0.152494532088254,0.467286007314685,-0.03469387755102,TRUE,-0.03469387755102,TRUE
Pan_troglodytes,Eulemur_macaco,95,16,0.168421052631579,0.0996442095455808,0.247977064642223,30,9,0.3,0.152494532088254,0.467286007314685,-0.131578947368421,TRUE,-0.131578947368421,TRUE
Papio_hamadryas,Eulemur_macaco,103,5,0.0485436893203884,0.0148748076124849,0.0961960679003443,30,9,0.3,0.152494532088254,0.467286007314685,-0.251456310679612,FALSE,-0.251456310679612,FALSE
Propithecus_coquereli,Eulemur_macaco,25,4,0.16,0.0444228371819369,0.316667454426006,30,9,0.3,0.152494532088254,0.467286007314685,-0.14,TRUE,-0.14,TRUE
Saguinus_bicolor,Eulemur_macaco,25,1,0.04,8.7486963786008e-05,0.146129731147202,30,9,0.3,0.152494532088254,0.467286007314685,-0.26,FALSE,-0.26,FALSE
Saguinus_imperator,Eulemur_macaco,36,0,0,0,0.0516036429663788,30,9,0.3,0.152494532088254,0.467286007314685,-0.3,FALSE,-0.3,FALSE
Saguinus_midas,Eulemur_macaco,22,0,0,0,0.0826924701398397,30,9,0.3,0.152494532088254,0.467286007314685,-0.3,FALSE,-0.3,FALSE
Saguinus_oedipus,Eulemur_macaco,134,23,0.171641791044776,0.112248414771341,0.238624750552247,30,9,0.3,0.152494532088254,0.467286007314685,-0.128358208955224,TRUE,-0.128358208955224,TRUE
Saimiri_sciureus,Eulemur_macaco,116,9,0.0775862068965517,0.0353433960210314,0.131243026482192,30,9,0.3,0.152494532088254,0.467286007314685,-0.222413793103448,FALSE,-0.222413793103448,FALSE
Sapajus_apella,Eulemur_macaco,26,3,0.115384615384615,0.022156245170804,0.254442101092003,30,9,0.3,0.152494532088254,0.467286007314685,-0.184615384615385,TRUE,-0.184615384615385,TRUE
Theropithecus_gelada,Eulemur_macaco,52,1,0.0192307692307692,3.54977155416648e-05,0.0727517084305247,30,9,0.3,0.152494532088254,0.467286007314685,-0.280769230769231,FALSE,-0.280769230769231,FALSE
Trachypithecus_auratus,Eulemur_macaco,27,1,0.037037037037037,7.90619029304496e-05,0.135978776603369,30,9,0.3,0.152494532088254,0.467286007314685,-0.262962962962963,FALSE,-0.262962962962963,FALSE
Trachypithecus_cristatus,Eulemur_macaco,28,1,0.0357142857142857,7.54165716449291e-05,0.131413591050072,30,9,0.3,0.152494532088254,0.467286007314685,-0.264285714285714,FALSE,-0.264285714285714,FALSE
Trachypithecus_francoisi,Eulemur_macaco,30,4,0.133333333333333,0.0360533257722992,0.268089216873517,30,9,0.3,0.152494532088254,0.467286007314685,-0.166666666666667,TRUE,-0.166666666666667,TRUE
Varecia_rubra,Eulemur_macaco,59,11,0.186440677966102,0.0974433956354568,0.291715927519924,30,9,0.3,0.152494532088254,0.467286007314685,-0.113559322033898,TRUE,-0.113559322033898,TRUE
Varecia_variegata,Eulemur_macaco,76,16,0.210526315789474,0.126292518022371,0.30645447721356,30,9,0.3,0.152494532088254,0.467286007314685,-0.089473684210526,TRUE,-0.089473684210526,TRUE
Alouatta_caraya,Galago_moholi,32,4,0.125,0.0335237218359123,0.252573497629146,32,3,0.09375,0.0174857255170213,0.209957455922558,0.03125,TRUE,0.03125,TRUE
Ateles_geoffroyi,Galago_moholi,43,13,0.302325581395349,0.175869629241609,0.442628252539522,32,3,0.09375,0.0174857255170213,0.209957455922558,0.208575581395349,TRUE,0.208575581395349,TRUE
Callimico_goeldii,Galago_moholi,69,15,0.217391304347826,0.128170743692434,0.319160858198794,32,3,0.09375,0.0174857255170213,0.209957455922558,0.123641304347826,TRUE,0.123641304347826,TRUE
Callithrix_geoffroyi,Galago_moholi,31,3,0.0967741935483871,0.0181230815452321,0.216262136506408,32,3,0.09375,0.0174857255170213,0.209957455922558,0.00302419354838709,TRUE,0.00302419354838709,TRUE
Callithrix_jacchus,Galago_moholi,41,1,0.024390243902439,4.69527767274654e-05,0.0914709354519275,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.069359756097561,TRUE,-0.069359756097561,TRUE
Cebuella_pygmaea,Galago_moholi,41,4,0.0975609756097561,0.0254717144564413,0.200342605405249,32,3,0.09375,0.0174857255170213,0.209957455922558,0.0038109756097561,TRUE,0.0038109756097561,TRUE
Cercopithecus_neglectus,Galago_moholi,28,2,0.0714285714285714,0.00620699977065738,0.18647698409436,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.0223214285714286,TRUE,-0.0223214285714286,TRUE
Colobus_guereza,Galago_moholi,97,10,0.103092783505155,0.0499339833887551,0.16899740082866,32,3,0.09375,0.0174857255170213,0.209957455922558,0.00934278350515499,TRUE,0.00934278350515499,TRUE
Eulemur_macaco,Galago_moholi,30,9,0.3,0.152494532088254,0.467286007314685,32,3,0.09375,0.0174857255170213,0.209957455922558,0.20625,TRUE,0.20625,TRUE
Galago_moholi,Galago_moholi,32,3,0.09375,0.0174857255170213,0.209957455922558,32,3,0.09375,0.0174857255170213,0.209957455922558,0,TRUE,0,TRUE
Galago_senegalensis,Galago_moholi,66,1,0.0151515151515152,2.70561599553178e-05,0.0577160047524064,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.0785984848484848,TRUE,-0.0785984848484848,TRUE
Gorilla_gorilla,Galago_moholi,67,14,0.208955223880597,0.120155734324225,0.311064499827234,32,3,0.09375,0.0174857255170213,0.209957455922558,0.115205223880597,TRUE,0.115205223880597,TRUE
Hylobates_lar,Galago_moholi,44,7,0.159090909090909,0.0662158815925952,0.275666772011294,32,3,0.09375,0.0174857255170213,0.209957455922558,0.065340909090909,TRUE,0.065340909090909,TRUE
Lemur_catta,Galago_moholi,244,38,0.155737704918033,0.112697925252209,0.203165011205152,32,3,0.09375,0.0174857255170213,0.209957455922558,0.061987704918033,TRUE,0.061987704918033,TRUE
Leontopithecus_chrysomelas,Galago_moholi,51,6,0.117647058823529,0.0433930085414775,0.215122793216635,32,3,0.09375,0.0174857255170213,0.209957455922558,0.023897058823529,TRUE,0.023897058823529,TRUE
Leontopithecus_rosalia,Galago_moholi,90,11,0.122222222222222,0.0621866562845742,0.195283382246493,32,3,0.09375,0.0174857255170213,0.209957455922558,0.028472222222222,TRUE,0.028472222222222,TRUE
Macaca_fascicularis,Galago_moholi,37,2,0.0540540540540541,0.00451596014887435,0.143504899802175,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.0396959459459459,TRUE,-0.0396959459459459,TRUE
Macaca_fuscata,Galago_moholi,43,4,0.0930232558139535,0.0241800164899547,0.191534510824328,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.000726744186046499,TRUE,-0.000726744186046499,TRUE
Macaca_nigra,Galago_moholi,36,1,0.0277777777777778,5.49719720521614e-05,0.103582670720407,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.0659722222222222,TRUE,-0.0659722222222222,TRUE
Macaca_silenus,Galago_moholi,68,6,0.0882352941176471,0.031917080030165,0.163514641891754,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.00551470588235289,TRUE,-0.00551470588235289,TRUE
Mandrillus_sphinx,Galago_moholi,45,4,0.0888888888888889,0.0230127556475903,0.18346692026325,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.00486111111111109,TRUE,-0.00486111111111109,TRUE
Mico_argentatus,Galago_moholi,20,1,0.05,0.000118732524035412,0.179634582890624,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.04375,TRUE,-0.04375,TRUE
Microcebus_murinus,Galago_moholi,57,14,0.245614035087719,0.143143776921009,0.361679877334054,32,3,0.09375,0.0174857255170213,0.209957455922558,0.151864035087719,TRUE,0.151864035087719,TRUE
Nycticebus_coucang,Galago_moholi,24,2,0.0833333333333333,0.00744065839317517,0.215076015702136,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.0104166666666667,TRUE,-0.0104166666666667,TRUE
Nycticebus_pygmaeus,Galago_moholi,49,13,0.26530612244898,0.152087921083665,0.393040317967431,32,3,0.09375,0.0174857255170213,0.209957455922558,0.17155612244898,TRUE,0.17155612244898,TRUE
Pan_troglodytes,Galago_moholi,95,16,0.168421052631579,0.0996442095455808,0.247977064642223,32,3,0.09375,0.0174857255170213,0.209957455922558,0.074671052631579,TRUE,0.074671052631579,TRUE
Papio_hamadryas,Galago_moholi,103,5,0.0485436893203884,0.0148748076124849,0.0961960679003443,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.0452063106796116,TRUE,-0.0452063106796116,TRUE
Propithecus_coquereli,Galago_moholi,25,4,0.16,0.0444228371819369,0.316667454426006,32,3,0.09375,0.0174857255170213,0.209957455922558,0.06625,TRUE,0.06625,TRUE
Saguinus_bicolor,Galago_moholi,25,1,0.04,8.7486963786008e-05,0.146129731147202,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.05375,TRUE,-0.05375,TRUE
Saguinus_imperator,Galago_moholi,36,0,0,0,0.0516036429663788,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.09375,TRUE,-0.09375,TRUE
Saguinus_midas,Galago_moholi,22,0,0,0,0.0826924701398397,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.09375,TRUE,-0.09375,TRUE
Saguinus_oedipus,Galago_moholi,134,23,0.171641791044776,0.112248414771341,0.238624750552247,32,3,0.09375,0.0174857255170213,0.209957455922558,0.077891791044776,TRUE,0.077891791044776,TRUE
Saimiri_sciureus,Galago_moholi,116,9,0.0775862068965517,0.0353433960210314,0.131243026482192,32,3,0.09375,0.0174857255170213,0.209957455922558,-0.0161637931034483,TRUE,-0.0161637931034483,TRUE
